url,address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),listed_in(city)
https://www.zomato.com/bangalore/yahiya-restaurant-marathahalli-bangalore?context=eyJzZSI6eyJlIjpbIjE4NzI4NDY1IiwiMTg3Mjg2MDAiLCIxODcyODgyOSIsIjE4NzI5NTk5IiwxODcyOTYzMiwiMTg3MzE5MTkiLCIxODcxNTcwMCIsIjE4NzE5MDE0IiwiMTg3MTk2MjUiLCIxODcyMDQwMyIsIjE4NzI0Njg0IiwiMTg3MjgyMTMiLCIxODcxMTcyMiIsIjE4NzEzOTMxIiwiMTg3MTgzMjEiLCIxODcxODY4NyIsIjE4NzMyMDgxIiwiMTg3MDk3MTciLCIxODcxMDI2MiIsIjE4NzA5NzM4Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBIU1IifX0=,"Building 31, Vinayak Nagar 2nd Cross, Opposite BBMP office, Marathahalli, Bangalore",Yahiya Restaurant,No,No,5,0,+91 9606236577,Marathahalli,Casual Dining,,"North Indian, Chinese",400,Delivery,HSR
https://www.zomato.com/bangalore/lassi-shop-sarjapur-road-bangalore?context=eyJzZSI6eyJlIjpbIjE4NzI4NjAwIiwiMTg3Mjg4MjkiLCIxODcyOTU5OSIsIjE4NzI5NjMyIiwxODczMTkxOSwiMTg3MTU3MDAiLCIxODcxOTAxNCIsIjE4NzE5NjI1IiwiMTg3MjA0MDMiLCIxODcyNDY4NCIsIjE4NzI4MjEzIiwiMTg3MTE3MjIiLCIxODcxMzkzMSIsIjE4NzE4MzIxIiwiMTg3MTg2ODciLCIxODczMjA4MSIsIjE4NzA5NzE3IiwiMTg3MTAyNjIiLCIxODcwOTczOCJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gSFNSIn19,"Inside Bombay Kulfi , Opposite Hoot Cafe ,Kaikondrahalli, Varthur Hobli, Sarjapur Road, Bangalore",Lassi Shop,Yes,No,5,9,"+91 8952893799
+91 9036239599",Sarjapur Road,Beverage Shop,,"Beverages, Juices, Ice Cream, Sandwich",200,Delivery,HSR
https://www.zomato.com/bangalore/l-81-cafe-hsr-bangalore?context=eyJzZSI6eyJlIjpbIjE4NzI4ODI5IiwiMTg3Mjk1OTkiLCIxODcyOTYzMiIsIjE4NzMxOTE5IiwxODcxNTcwMCwiMTg3MTkwMTQiLCIxODcxOTYyNSIsIjE4NzIwNDAzIiwiMTg3MjQ2ODQiLCIxODcyODIxMyIsIjE4NzExNzIyIiwiMTg3MTM5MzEiLCIxODcxODMyMSIsIjE4NzE4Njg3IiwiMTg3MzIwODEiLCIxODcwOTcxNyIsIjE4NzEwMjYyIiwiMTg3MDk3MzgiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEhTUiJ9fQ==,"Sector 6, HSR Layout, HSR",#L-81 Cafe,Yes,No,3.2,48,+91 9986210891,HSR,Quick Bites,Burgers,"Fast Food, Beverages",400,Delivery,HSR
https://www.zomato.com/bangalore/bellandur-kitchen-bellandur-bangalore?context=eyJzZSI6eyJlIjpbIjE4NzI5NTk5IiwiMTg3Mjk2MzIiLCIxODczMTkxOSIsIjE4NzE1NzAwIiwxODcxOTAxNCwiMTg3MTk2MjUiLCIxODcyMDQwMyIsIjE4NzI0Njg0IiwiMTg3MjgyMTMiLCIxODcxMTcyMiIsIjE4NzEzOTMxIiwiMTg3MTgzMjEiLCIxODcxODY4NyIsIjE4NzMyMDgxIiwiMTg3MDk3MTciLCIxODcxMDI2MiIsIjE4NzA5NzM4Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBIU1IifX0=,"95/2, Green Glen Layout, Sobha Lakeview Clubhouse, Bellandur, Bangalore",Bellandur Kitchen,Yes,No,3.4,17,+91 8971485933,Bellandur,Quick Bites,,"North Indian, Chinese",400,Delivery,HSR
https://www.zomato.com/bangalore/garage-food-company-hsr-bangalore?context=eyJzZSI6eyJlIjpbIjE4NzI5NjMyIiwiMTg3MzE5MTkiLCIxODcxNTcwMCIsIjE4NzE5MDE0IiwxODcxOTYyNSwiMTg3MjA0MDMiLCIxODcyNDY4NCIsIjE4NzI4MjEzIiwiMTg3MTE3MjIiLCIxODcxMzkzMSIsIjE4NzE4MzIxIiwiMTg3MTg2ODciLCIxODczMjA4MSIsIjE4NzA5NzE3IiwiMTg3MTAyNjIiLCIxODcwOTczOCJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gSFNSIn19,"260, 13th Main, 23rd Cross Road, Sector 7, HSR, Bangalore",Garage Food Company,Yes,No,3.6,43,080 49722220,HSR,Quick Bites,,"Chinese, Momos",300,Delivery,HSR
https://www.zomato.com/bangalore/sri-ganesh-juice-junction-bellandur-bangalore?context=eyJzZSI6eyJlIjpbIjE4NzMxOTE5IiwiMTg3MTU3MDAiLCIxODcxOTAxNCIsIjE4NzE5NjI1IiwxODcyMDQwMywiMTg3MjQ2ODQiLCIxODcyODIxMyIsIjE4NzExNzIyIiwiMTg3MTM5MzEiLCIxODcxODMyMSIsIjE4NzE4Njg3IiwiMTg3MzIwODEiLCIxODcwOTcxNyIsIjE4NzEwMjYyIiwiMTg3MDk3MzgiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEhTUiJ9fQ==,"Opposite Banglore Central Mall, Bellandur, Bengaluru",Sri Ganesh Juice Junction,Yes,No,3.8,5,+91 9066899084,Bellandur,Beverage Shop,,"Juices, Fast Food",200,Delivery,HSR
https://www.zomato.com/bangalore/the-rice-company-koramangala-4th-block-bangalore?context=eyJzZSI6eyJlIjpbIjE4NzE1NzAwIiwiMTg3MTkwMTQiLCIxODcxOTYyNSIsIjE4NzIwNDAzIiwxODcyNDY4NCwiMTg3MjgyMTMiLCIxODcxMTcyMiIsIjE4NzEzOTMxIiwiMTg3MTgzMjEiLCIxODcxODY4NyIsIjE4NzMyMDgxIiwiMTg3MDk3MTciLCIxODcxMDI2MiIsIjE4NzA5NzM4IiwiMTg3MTExNjQiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEhTUiJ9fQ==,"927 H, 1ST Floor, 1st A Main, S.t. Bed Layout, Koramangala 4th Block",The Rice Company,No,No,4,0,,Koramangala 4th Block,Delivery,,"North Indian, Biryani",600,Delivery,HSR
https://www.zomato.com/bangalore/juice-junction-food-court-hsr?context=eyJzZSI6eyJlIjpbIjUzODYwIiwiNTM3ODIiLCI1Mzk5OCIsIjU1MDE0Iiw1MzkzMSwiNTM5OTYiLCI1NTYyMCIsIjU1NjM2IiwiNTUyMjUiLCI1NjcyMyIsIjU2OTUzIiwiNTU2OTgiLCI1NTcyMCIsIjU2ODk3IiwiNTY5NTIiLCI1NzMyMiIsIjE4NzM2NDA0IiwiMTg3MzY1MzEiLCIxODc2NjMyOCIsIjE4NzQ3MzIxIiwiMTg3NDk0OTEiLCIxODc0ODYwNyJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gSFNSIn19,"2628, 27th Main Road, 1st Sector, HSR Layout, Bangalore, HSR, Bangalore",Juice Junction Food Court,Yes,No,4.2,211,"+91 7406888368
+91 9880680378",HSR,Quick Bites,"Sandwiches, Maggi, Rolls, Chole Bhature, Ginger Tea, Paratha, Rava Masala Dosa","Juices, South Indian, Chinese, Fast Food",200,Delivery,HSR
https://www.zomato.com/bangalore/dragons-kitchen-1-hsr?context=eyJzZSI6eyJlIjpbIjUzNzgyIiwiNTM5OTgiLCI1NTAxNCIsIjUzOTMxIiw1Mzk5NiwiNTU2MjAiLCI1NTYzNiIsIjU1MjI1IiwiNTY3MjMiLCI1Njk1MyIsIjU1Njk4IiwiNTU3MjAiLCI1Njg5NyIsIjU2OTUyIiwiNTczMjIiLCIxODczNjQwNCIsIjE4NzM2NTMxIiwiMTg3NjYzMjgiLCIxODc0NzMyMSIsIjE4NzQ5NDkxIiwiMTg3NDg2MDciXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEhTUiJ9fQ==,"764/1, Vishal Towers, 19th Main, 2nd Sector, HSR Layout, HSR, Bangalore",Dragon's Kitchen,Yes,No,4.4,248,+91 9035215484,HSR,Casual Dining,"Hakka Noodles, Honey Chilli Chicken, Garlic Butter Noodle, Dragon Chicken, Garlic Chicken",Chinese,500,Delivery,HSR
https://www.zomato.com/bangalore/zayakedar-bellandur?context=eyJzZSI6eyJlIjpbIjUzOTk4IiwiNTUwMTQiLCI1MzkzMSIsIjUzOTk2Iiw1NTYyMCwiNTU2MzYiLCI1NTIyNSIsIjU2NzIzIiwiNTY5NTMiLCI1NTY5OCIsIjU1NzIwIiwiNTY4OTciLCI1Njk1MiIsIjU3MzIyIiwiMTg3MzY0MDQiLCIxODczNjUzMSIsIjE4NzY2MzI4IiwiMTg3NDczMjEiLCIxODc0OTQ5MSIsIjE4NzQ4NjA3Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBIU1IifX0=,"18/1C, Near Trinity Meadows, Bellandur Main Road, Bellandur, Bangalore",Zayakedar,Yes,No,4.6,251,"+91 7353873568
+91 8123870858",Bellandur,Quick Bites,"Rajma, Fried Rice, Lassi, Butter Phulkas, Bhindi Fry, Thali, Butter Chicken",North Indian,250,Delivery,HSR
https://www.zomato.com/bangalore/pingara-koramangala-1st-block?context=eyJzZSI6eyJlIjpbIjU1MDE0IiwiNTM5MzEiLCI1Mzk5NiIsIjU1NjIwIiw1NTYzNiwiNTUyMjUiLCI1NjcyMyIsIjU2OTUzIiwiNTU2OTgiLCI1NTcyMCIsIjU2ODk3IiwiNTY5NTIiLCI1NzMyMiIsIjE4NzM2NDA0IiwiMTg3MzY1MzEiLCIxODc2NjMyOCIsIjE4NzQ3MzIxIiwiMTg3NDk0OTEiLCIxODc0ODYwNyJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gSFNSIn19,"168, Above Aishwarya Departmental Store, 7th Main, Koramangala 1st Block, Bangalore",Pingara,Yes,No,4.8,93,"080 25631601
080 25979639",Koramangala 1st Block,Casual Dining,"Sea Food, Beer, Fish Thali, Fish Fry, Chicken Tikka, Neer Dosa","North Indian, Chinese, Mangalorean",550,Delivery,HSR
https://www.zomato.com/bangalore/sichuan-hsr?context=eyJzZSI6eyJlIjpbIjUzOTMxIiwiNTM5OTYiLCI1NTYyMCIsIjU1NjM2Iiw1NTIyNSwiNTY3MjMiLCI1Njk1MyIsIjU1Njk4IiwiNTU3MjAiLCI1Njg5NyIsIjU2OTUyIiwiNTczMjIiLCIxODczNjQwNCIsIjE4NzM2NTMxIiwiMTg3NjYzMjgiLCIxODc0NzMyMSIsIjE4NzQ5NDkxIiwiMTg3NDg2MDciXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEhTUiJ9fQ==,"1552, 19th Main, Sector 1, Opposite Indian Oil Petrol Bunk, HSR, Bangalore",Sichuan,Yes,No,5,492,"+91 8151800777
+91 8152800777",HSR,Casual Dining,"Momos, Fish, Chilli Chicken, Singapore Noodles, Bamboo Rice, Dumplings, Tom Yum Soup","Chinese, Asian, Seafood",800,Delivery,HSR
https://www.zomato.com/bangalore/lucknowiz-koramangala-1st-block?context=eyJzZSI6eyJlIjpbIjUzOTk2IiwiNTU2MjAiLCI1NTYzNiIsIjU1MjI1Iiw1NjcyMywiNTY5NTMiLCI1NTY5OCIsIjU1NzIwIiwiNTY4OTciLCI1Njk1MiIsIjU3MzIyIiwiMTg3MzY0MDQiLCIxODczNjUzMSIsIjE4NzY2MzI4IiwiMTg3NDczMjEiLCIxODc0OTQ5MSIsIjE4NzQ4NjA3Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBIU1IifX0=,"1006, 7th Main, 1st Block, 80 Feet Road, Koramangala 1st Block, Bangalore",Lucknowiz,Yes,No,3.1,323,"+91 8861997764
+91 7259617123",Koramangala 1st Block,Quick Bites,"Tikki, Chicken Tikka, Chicken Biryani, Thali, Shammi Kebab Roll, Rumali Roti, Nihari","Lucknowi, Chinese",500,Delivery,HSR
https://www.zomato.com/bangalore/kabab-mandra-sarjapur-road?context=eyJzZSI6eyJlIjpbIjU1NjIwIiwiNTU2MzYiLCI1NTIyNSIsIjU2NzIzIiw1Njk1MywiNTU2OTgiLCI1NTcyMCIsIjU2ODk3IiwiNTY5NTIiLCI1NzMyMiIsIjE4NzM2NDA0IiwiMTg3MzY1MzEiLCIxODc2NjMyOCIsIjE4NzQ3MzIxIiwiMTg3NDk0OTEiLCIxODc0ODYwNyJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gSFNSIn19,"65, Kaikondrahalli, Sarjapur Road, Bangalore",Kabab Mandra,Yes,No,3.2,243,080 42008481,Sarjapur Road,Quick Bites,"Chicken Grill, Butter Chicken, Shawarma, Chicken Shwarma Roll, Chicken Lollipop, Rumali Roti, Rolls","North Indian, Chinese, Rolls",300,Delivery,HSR
https://www.zomato.com/bangalore/dandes-hyderabad-biryani-bommanahalli?context=eyJzZSI6eyJlIjpbIjU1NjM2IiwiNTUyMjUiLCI1NjcyMyIsIjU2OTUzIiw1NTY5OCwiNTU3MjAiLCI1Njg5NyIsIjU2OTUyIiwiNTczMjIiLCIxODczNjQwNCIsIjE4NzM2NTMxIiwiMTg3NjYzMjgiLCIxODc0NzMyMSIsIjE4NzQ5NDkxIiwiMTg3NDg2MDciXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEhTUiJ9fQ==,"268/3, 1st Floor, BVNR Complex, Hosur Main Road, Bommanahalli, Bangalore",Dande's Hyderabad Biryani,Yes,No,3.3,255,"080 41667966
080 41636261",Bommanahalli,Casual Dining,"Non Veg Biryani, Fish","Biryani, North Indian, Chinese",550,Delivery,HSR
https://www.zomato.com/bangalore/gustos-pizza-bellandur-bangalore?context=eyJzZSI6eyJlIjpbIjU2NzIzIiwiNTY5NTMiLCI1NTY5OCIsIjU1NzIwIiw1Njg5NywiNTY5NTIiLCI1NzMyMiIsIjE4NzM2NDA0IiwiMTg3MzY1MzEiLCIxODc2NjMyOCIsIjE4NzQ3MzIxIiwiMTg3NDk0OTEiLCIxODc0ODYwNyIsIjE4NzQ2Mjc3IiwiMTg3NDY5MjIiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEhTUiJ9fQ==,"#72/1, GVR Plaza, Opposite Central Mall, Bellandur Outer Ring Road, Bellandur, Bangalore",Gusto's Pizza,Yes,No,3.4,289,"+91 8861278614
+91 8861278615",Bellandur,Casual Dining,"Pasta, Salads, Cheesy Garlic Bread, Mint Mojito, Chicken Salad, Veg Extravaganza Pizza, Pane Pizza","Pizza, Italian",500,Delivery,HSR
https://www.zomato.com/bangalore/families-food-court-hsr?context=eyJzZSI6eyJlIjpbIjU2OTUzIiwiNTU2OTgiLCI1NTcyMCIsIjU2ODk3Iiw1Njk1MiwiNTczMjIiLCIxODczNjQwNCIsIjE4NzM2NTMxIiwiMTg3NjYzMjgiLCIxODc0NzMyMSIsIjE4NzQ5NDkxIiwiMTg3NDg2MDciLCIxODc0NjI3NyIsIjE4NzQ2OTIyIiwiMTg3NzAxOTIiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEhTUiJ9fQ==,"36/6, Samasundra Palya, 2nd Sector, HSR Layout, HSR, Bangalore",Families Food Court,Yes,No,3.5,261,"080 42044267
+91 8147722808",HSR,Quick Bites,Prompt Service,"North Indian, Chinese, Biryani, Rolls",400,Delivery,HSR
https://www.zomato.com/bangalore/tasty-treat-hsr?context=eyJzZSI6eyJlIjpbIjU1Njk4IiwiNTU3MjAiLCI1Njg5NyIsIjU2OTUyIiw1NzMyMiwiMTg3MzY0MDQiLCIxODczNjUzMSIsIjE4NzY2MzI4IiwiMTg3NDczMjEiLCIxODc0OTQ5MSIsIjE4NzQ4NjA3IiwiMTg3NDYyNzciLCIxODc0NjkyMiIsIjE4NzcwMTkyIiwiMTg3NzI3MTMiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEhTUiJ9fQ==,"2, Nandadeepa Complex, 24th Main, Parangipalaya Road, Opposite KEB Power Station, HSR, Bangalore",Tasty Treat,Yes,No,3.6,131,+91 9880080359,HSR,Quick Bites,Paratha,"North Indian, Chinese, Biryani, Rolls",400,Delivery,HSR
https://www.zomato.com/bangalore/oogway-express-hsr-bangalore?context=eyJzZSI6eyJlIjpbIjU1NzIwIiwiNTY4OTciLCI1Njk1MiIsIjU3MzIyIiwxODczNjQwNCwiMTg3MzY1MzEiLCIxODc2NjMyOCIsIjE4NzQ3MzIxIiwiMTg3NDk0OTEiLCIxODc0ODYwNyIsIjE4NzQ2Mjc3IiwiMTg3NDY5MjIiLCIxODc3MDE5MiIsIjE4NzcyNzEzIiwiMTg3NzMxMjIiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEhTUiJ9fQ==,"521/570, 2nd Floor, Teacher's Colony, Venkatapura, HSR, Bangalore",Oogway express,Yes,No,3.7,9,"+91 9108491096
080 43706380",HSR,Casual Dining,,"Chinese, Thai, Momos",600,Delivery,HSR
https://www.zomato.com/bangalore/hotel-tadaka-house-bommanahalli-bangalore?context=eyJzZSI6eyJlIjpbIjU2ODk3IiwiNTY5NTIiLCI1NzMyMiIsIjE4NzM2NDA0IiwxODczNjUzMSwiMTg3NjYzMjgiLCIxODc0NzMyMSIsIjE4NzQ5NDkxIiwiMTg3NDg2MDciLCIxODc0NjI3NyIsIjE4NzQ2OTIyIiwiMTg3NzAxOTIiLCIxODc3MjcxMyIsIjE4NzczMTIyIiwiMTg3NTY0MTgiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEhTUiJ9fQ==,"42, Old Mangammanapalya Road, Popular Colony, Garvebhavi Palya, Bommanahalli, Bangalore",Hotel Tadaka House,No,No,3.8,7,+91 8123498917,Bommanahalli,Quick Bites,,"North Indian, Chinese, Biryani",300,Delivery,HSR
https://www.zomato.com/bangalore/half-half-food-box-bellandur-bangalore?context=eyJzZSI6eyJlIjpbIjU2OTUyIiwiNTczMjIiLCIxODczNjQwNCIsIjE4NzM2NTMxIiwxODc2NjMyOCwiMTg3NDczMjEiLCIxODc0OTQ5MSIsIjE4NzQ4NjA3IiwiMTg3NDYyNzciLCIxODc0NjkyMiIsIjE4NzcwMTkyIiwiMTg3NzI3MTMiLCIxODc3MzEyMiIsIjE4NzU2NDE4IiwiMTg3NTYwNDAiLCIxODc0MDA1NiIsIjE4NzQxMTEyIiwiMTg3NTEyOTgiLCIxODc1MTk2MCIsIjE4NzgwODU5IiwiMTg3ODczMjYiLCIxODc4ODYwMiIsIjE4NzgyNjM4IiwiMTg3ODI1OTEiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEhTUiJ9fQ==,"97/1, Green Glen Layout, Opposite Road To MK Hypermarket, Bellandur, Bangalore",Half & Half Food Box,Yes,No,3.9,14,"+91 6380012053
+91 7338384008",Bellandur,Quick Bites,,"North Indian, Chinese, Biryani",500,Delivery,HSR
https://www.zomato.com/bangalore/dabba-karkhana-1-btm-bangalore?context=eyJzZSI6eyJlIjpbIjU3MzIyIiwiMTg3MzY0MDQiLCIxODczNjUzMSIsIjE4NzY2MzI4IiwxODc0NzMyMSwiMTg3NDk0OTEiLCIxODc0ODYwNyIsIjE4NzQ2Mjc3IiwiMTg3NDY5MjIiLCIxODc3MDE5MiIsIjE4NzcyNzEzIiwiMTg3NzMxMjIiLCIxODc1NjQxOCIsIjE4NzU2MDQwIiwiMTg3NDAwNTYiLCIxODc0MTExMiIsIjE4NzUxMjk4IiwiMTg3NTE5NjAiLCIxODc4MDg1OSIsIjE4Nzg3MzI2IiwiMTg3ODg2MDIiLCIxODc4MjYzOCIsIjE4NzgyNTkxIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBIU1IifX0=,"185, 7th Cross Rd, KAS Officers Colony, Stage 2, BTM, Bengaluru",Dabba Karkhana,Yes,No,4,17,+91 9513099000,BTM,"Takeaway, Delivery",,North Indian,300,Delivery,HSR
https://www.zomato.com/bangalore/samosa-express-hsr-bangalore?context=eyJzZSI6eyJlIjpbIjE4NzM2NDA0IiwiMTg3MzY1MzEiLCIxODc2NjMyOCIsIjE4NzQ3MzIxIiwxODc0OTQ5MSwiMTg3NDg2MDciLCIxODc0NjI3NyIsIjE4NzQ2OTIyIiwiMTg3NzAxOTIiLCIxODc3MjcxMyIsIjE4NzczMTIyIiwiMTg3NTY0MTgiLCIxODc1NjA0MCIsIjE4NzQwMDU2IiwiMTg3NDExMTIiLCIxODc1MTI5OCIsIjE4NzUxOTYwIiwiMTg3ODA4NTkiLCIxODc4NzMyNiIsIjE4Nzg4NjAyIiwiMTg3ODI2MzgiLCIxODc4MjU5MSJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gSFNSIn19,"235, 9th Main Road, Sector 7, HSR Layout, HSR, Bangalore",Samosa Express,Yes,No,4.1,23,+91 7903952734,HSR,Quick Bites,,Street Food,150,Delivery,HSR
https://www.zomato.com/bangalore/azimmo-treat-hsr-bangalore?context=eyJzZSI6eyJlIjpbIjE4NzM2NTMxIiwiMTg3NjYzMjgiLCIxODc0NzMyMSIsIjE4NzQ5NDkxIiwxODc0ODYwNywiMTg3NDYyNzciLCIxODc0NjkyMiIsIjE4NzcwMTkyIiwiMTg3NzI3MTMiLCIxODc3MzEyMiIsIjE4NzU2NDE4IiwiMTg3NTYwNDAiLCIxODc0MDA1NiIsIjE4NzQxMTEyIiwiMTg3NTEyOTgiLCIxODc1MTk2MCIsIjE4NzgwODU5IiwiMTg3ODczMjYiLCIxODc4ODYwMiIsIjE4NzgyNjM4IiwiMTg3ODI1OTEiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEhTUiJ9fQ==,"G1, Ground Floor, 356, 14th B Cross, 6th Main, Sector 6 HSR, Bangalore",Azimmo Treat,Yes,No,4.2,41,+91 8861752567,HSR,Casual Dining,,"North Indian, Chinese",700,Delivery,HSR
https://www.zomato.com/bangalore/grow-fit-hsr-bangalore?context=eyJzZSI6eyJlIjpbIjE4NzY2MzI4IiwiMTg3NDczMjEiLCIxODc0OTQ5MSIsIjE4NzQ4NjA3IiwxODc0NjI3NywiMTg3NDY5MjIiLCIxODc3MDE5MiIsIjE4NzcyNzEzIiwiMTg3NzMxMjIiLCIxODc1NjQxOCIsIjE4NzU2MDQwIiwiMTg3NDAwNTYiLCIxODc0MTExMiIsIjE4NzUxMjk4IiwiMTg3NTE5NjAiLCIxODc4MDg1OSIsIjE4Nzg3MzI2IiwiMTg3ODg2MDIiLCIxODc4MjYzOCIsIjE4NzgyNTkxIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBIU1IifX0=,"526/A & 517/A, First Floor, Ganesha Complex, 19th Main Road, Sector 3, HSR, Bangalore",Grow Fit,Yes,No,4.3,36,+91 7892674303,HSR,Delivery,"Brownie, Biryani","Healthy Food, North Indian, Thai",500,Delivery,HSR
https://www.zomato.com/bangalore/stark-bistro-1-hsr-bangalore?context=eyJzZSI6eyJlIjpbIjE4NzQ3MzIxIiwiMTg3NDk0OTEiLCIxODc0ODYwNyIsIjE4NzQ2Mjc3IiwxODc0NjkyMiwiMTg3NzAxOTIiLCIxODc3MjcxMyIsIjE4NzczMTIyIiwiMTg3NTY0MTgiLCIxODc1NjA0MCIsIjE4NzQwMDU2IiwiMTg3NDExMTIiLCIxODc1MTI5OCIsIjE4NzUxOTYwIiwiMTg3ODA4NTkiLCIxODc4NzMyNiIsIjE4Nzg4NjAyIiwiMTg3ODI2MzgiLCIxODc4MjU5MSJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gSFNSIn19,"1318, Ground Floor, 24th Main Rd, Sector 2, HSR, Bangalore",Stark Bistro,Yes,Yes,4.4,30,"+91 9980497707
+91 9980497980",HSR,Casual Dining,,"Continental, North Indian, Chinese, Burger, Pizza, Salad",850,Delivery,HSR
https://www.zomato.com/bangalore/sethis-hsr-bangalore?context=eyJzZSI6eyJlIjpbIjE4NzQ5NDkxIiwiMTg3NDg2MDciLCIxODc0NjI3NyIsIjE4NzQ2OTIyIiwxODc3MDE5MiwiMTg3NzI3MTMiLCIxODc3MzEyMiIsIjE4NzU2NDE4IiwiMTg3NTYwNDAiLCIxODc0MDA1NiIsIjE4NzQxMTEyIiwiMTg3NTEyOTgiLCIxODc1MTk2MCIsIjE4NzgwODU5IiwiMTg3ODczMjYiLCIxODc4ODYwMiIsIjE4NzgyNjM4IiwiMTg3ODI1OTEiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEhTUiJ9fQ==,"Sector 1, Agara Extension, HSR, Bangalore",Sethi's,Yes,No,4.5,0,+91 9910009994,HSR,Delivery,,"North Indian, Chinese, BBQ",600,Delivery,HSR
https://www.zomato.com/bangalore/food-singh-hsr-bangalore?context=eyJzZSI6eyJlIjpbIjE4NzQ4NjA3IiwiMTg3NDYyNzciLCIxODc0NjkyMiIsIjE4NzcwMTkyIiwxODc3MjcxMywiMTg3NzMxMjIiLCIxODc1NjQxOCIsIjE4NzU2MDQwIiwiMTg3NDAwNTYiLCIxODc0MTExMiIsIjE4NzUxMjk4IiwiMTg3NTE5NjAiLCIxODc4MDg1OSIsIjE4Nzg3MzI2IiwiMTg3ODg2MDIiLCIxODc4MjYzOCIsIjE4NzgyNTkxIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBIU1IifX0=,"Municipal Khatha 1511, Agara Extension, Sector 1, HSR, Bangalore",Food Singh,Yes,No,4.6,0,+91 7834929000,HSR,Delivery,,North Indian,500,Delivery,HSR
https://www.zomato.com/bangalore/new-punjabi-pure-veg-restaurant-hsr-bangalore?context=eyJzZSI6eyJlIjpbIjE4NzQ2Mjc3IiwiMTg3NDY5MjIiLCIxODc3MDE5MiIsIjE4NzcyNzEzIiwxODc3MzEyMiwiMTg3NTY0MTgiLCIxODc1NjA0MCIsIjE4NzQwMDU2IiwiMTg3NDExMTIiLCIxODc1MTI5OCIsIjE4NzUxOTYwIiwiMTg3ODA4NTkiLCIxODc4NzMyNiIsIjE4Nzg4NjAyIiwiMTg3ODI2MzgiLCIxODc4MjU5MSJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gSFNSIn19,"1527 / 784 Sector 3, 764 BBMP Khatha, HSR, Bangalore",New Punjabi Pure Veg Restaurant,Yes,No,4.7,10,+91 9663357948,HSR,Quick Bites,,North Indian,300,Delivery,HSR
https://www.zomato.com/bangalore/biryani-darbar-1-electronic-city-bangalore?context=eyJzZSI6eyJlIjpbIjE4NzQ2OTIyIiwiMTg3NzAxOTIiLCIxODc3MjcxMyIsIjE4NzczMTIyIiwxODc1NjQxOCwiMTg3NTYwNDAiLCIxODc0MDA1NiIsIjE4NzQxMTEyIiwiMTg3NTEyOTgiLCIxODc1MTk2MCIsIjE4NzgwODU5IiwiMTg3ODczMjYiLCIxODc4ODYwMiIsIjE4NzgyNjM4IiwiMTg3ODI1OTEiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEhTUiJ9fQ==,"44/45 Behind Hotel Ekaa, Krishna Reddy Industrial Area, Kudlu Gate, Electronic City, Bangalore",Biryani Darbar,Yes,No,4.8,12,+91 8884299936,Electronic City,Casual Dining,,"Biryani, Chinese",600,Delivery,HSR
